hearing_id,turn_id,start_timestamp,end_timestamp,speaker_cluster,speaker_name,speaker_role,raw_text,procedural_auto,comment_group,speaker_name_override,speaker_role_override,agenda_section,procedural_override,include_override,notes
h1_2025_12_03,h1_2025_12_03_t00022,00:04:05.616,00:08:53.601,SPEAKER_25,,,"Thank you again. The last time we were in this room a few months back, many months back, we were talking about the carbon dioxide lines, and I much appreciated running that meeting, and I thank you for asking me, board members, to run this one. As you can tell, I have a little bit of a cold tonight. You will not get it, sir. First thing I'd like to do is an intro. Thank you, Chairman Van Meter, and thank you to my fellow board members for your confidence in asking me to preside over tonight's hearing. I also want to thank all of the presenters that are here this evening. Every time a presenter gets up here tonight, whether concerned citizens or proponents of this project, I might have them introduce themselves before they start to talk. And I'd like to thank as well every member of the public who took the time to attend. Your participation is an important part of this process. I know that many board members and many members of our community have questions about this project, this proposed project. Tonight we'll give residents the opportunity to hear directly from the developer, from the opponents of the project, and from our professional staff. OUR HOPE IS THAT THESE PRESENTATIONS WILL HELP ADDRESS THE QUESTIONS AND CONCERNS THAT HAVE BEEN RAISED. TONIGHT'S HEARING WILL FOLLOW A STRUCTURED SCHEDULE. WE WILL BEGIN WITH A 30-MINUTE PRESENTATION FROM CYRUS I, FOLLOWED BY A BOARD MEMBER QUESTION VARIANT. AFTER THAT, THE COALITION FOR THE SPRINGFIELD UTILITY FUTURE WILL PROVIDE THEIR 30-MINUTE PRESENTATION, AND AGAIN, FOLLOWED BY QUESTIONS FROM THE BOARD. County staff and subject matter experts will then give their presentation and take board questions. At the conclusion of these presentations, we will move into public comment, where each speaker will have three minutes. I want to remind everyone that only recognized speakers, whether they're presenters, board members, or members of the public, should be speaking at any given time. Please allow them to be heard clearly without interruption in a respectful environment just like we had at the carbon dioxide lines, will allow us to work through the information before us in a constructive manner. I think it's important that we all listen closely to the presentations as your questions may very well be addressed during these sessions. So if you were going to come up and say something, everything that you were going to ask may be answered already. many of you will remember that the twenty twenty three public hearing on the carbon dioxide pipeline that was a long night with many strong opinions that the community showed patients and respect throughout that process i hope we can maintain that same level of civility this evening and i also want to remind uh... the people and uh... the developers and everyone here tonight that has an interest on either side of this project And there was people that were asking for a moratorium. Well, there's going to be basically a de facto moratorium anyway because of the lengthy part of this process, the large scope of the process, and you'll hear more about that tonight. But there's still probably going to be a couple more county board meetings before we even vote for this as county board members. There's going to be a couple more zoning meetings at the county building before we even vote. this project. There's going to be a couple more Zoning Board of Appeals meetings and that's the group of five that will send the County Board the recommendation of a yes or no to the project. And at any of those six that I just told you about the public can come up or any group can come up that signs up and talk and say what they want to say about the project one way or another. Then there will be a final County Board meeting and will also be a final zoning board of appeals meeting and that will be our final vote but normally on these zoning issues things will carry or they'll go a month or two and that's it this one here it may it may get out into the light spring area here but not sure yet i just wanted to let you know that for anyone that wanted a moratorium or thought that they needed more time As always, these big projects work themselves out, and you will get plenty of time to say whatever it is that you want to say to the full county board at any time. Is there any county board members that have any questions before I go into the itinerary, how we do this?",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00023,00:08:58.565,00:10:25.037,SPEAKER_25,,,"Okay, where are the water stations at? everyone in this room if you need water there's water stations at both sides of this room over here and uh... so under the first thing as you see board members under exhibit one the roll call rules welcome the very first thing we're going to do is the cyrus one presentation but when they give their presentation here it's going to be for thirty minutes up to thirty minutes and then we're going to have a thirty minute board member question from the sanguine county board members only when they do do this each board member can be recognized up to two times and in them two times five minutes will go by and that's your time and the people that you're talking about are asking the questions to together so if both times add up to the five minutes we have to move on to the next board member just so that for the public knows There's 29 of us up here. So with these four different sessions, it's hard to regulate that sometimes. But we seem to get it done. And so with that being said, I would like to call up the very first speaker. And it's from Cyrus One. And where are they going to come up to? Right here? OK. Thank you. Please introduce yourself.",True,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00024,00:10:25.057,00:10:28.058,SPEAKER_14,,,"BRAD HOUTT, Good evening. My name is Brad Houtt with Cyrus One.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00025,00:10:28.691,00:10:29.331,SPEAKER_25,,,Is there a clicker?,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00026,00:10:29.351,00:10:30.791,SPEAKER_14,,,Perfect. Thank you very much.,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00027,00:10:32.632,00:10:32.892,UNKNOWN,,,All right.,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00028,00:10:33.032,00:10:33.452,SPEAKER_14,,,Let me just get...,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00029,00:10:38.713,00:12:02.231,SPEAKER_14,,,"Very good. Thank you, everyone, for coming out tonight. This has been an incredible turnout. Greatly appreciate you taking time out of your lives and your evening to learn more about this project, and I hope that we're able to deliver some information that answers the questions that you have, and we're happy to provide any follow-up answers to questions that come after this as well. So I'm joined here tonight by a few colleagues, seen here up on the screen and seated here to the right, which are available to help me answer questions. They may come up from the county board members as we proceed with the evening's activities. As a matter of introduction, for those that aren't familiar, Cyrus One, we're a global owner, operator, and developer of data centers. We're based in Dallas, Texas, and we operate over 55 data centers across the United States, Europe, and Japan. While we're based in Dallas, we have a significant presence in Illinois currently. We've invested over $1.2 billion in Illinois, with four operational data centers currently and six in development. across these activities in northern Illinois currently we're supporting hundreds of employees and contractors currently. The idea of this project is to bring this economic impact, these jobs and this investment to central Illinois. And with this campus it represents a continued commitment to bringing additional economic investment to communities across the state.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00030,00:12:13.198,00:12:27.711,SPEAKER_14,,,"Further into the introduction, I wanted to provide an overview of the sites that we operate. So we've got a presence in North America. We operate in Europe across multiple countries. We have a small presence in Japan as a result of a joint venture we have with a power company there.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00031,00:12:35.055,00:13:06.073,SPEAKER_14,,,"So talking about the site itself, I think most people are familiar with where this is located, but generally it's 280 acres directly just north of the Black Diamond, Double Black Diamond solar farm, roughly two and a quarter miles east of Louder. or, sorry, west of Lowder and about three miles west of Waverly. It's the double black diamond solar farm covers 4,100 acres, and we really chose this site because of its proximity to existing infrastructure and power capacity.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00032,00:13:09.996,00:13:16.361,SPEAKER_14,,,"Across the 280 acres, and I'll pull up our site plan, we have six buildings planned.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00033,00:13:19.497,00:13:19.957,SPEAKER_10,,,"Oh, my goodness.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00034,00:13:20.818,00:19:04.947,SPEAKER_14,,,"There we go. Six buildings planned across the 280 acres. So that's six data centers. The buildings are shown there in black and orange. The black portions of the building are the data hall center space, and then the orange portions have the equipment yards that contain the emergency generators and support backup equipment. ALL TOLD, EACH BUILDING TAKES 12 TO 15 MONTHS TO CONSTRUCT. SO WITH SIX BUILDINGS, WE COULD AS MANY AS SIX PHASES. WE COULD BE BUILDING TWO OF THESE BUILDINGS AT ONCE IF WE SEE THE DEMAND FOR THAT. BUT ON THE SHORT END, SEEING SIX BUILDINGS AND UNDERSTANDING 12 MONTHS PER BUILDING, THIS IS A SIX-YEAR DEVELOPMENT CYCLE FOR THIS CAMPUS. AND ON THE LONG END, IT'S POSSIBLY UP TO EIGHT OR NINE YEARS. SO THAT'S A LONG-TERM DEVELOPMENT CYCLE THAT'S PROVIDING HUNDREDS OF JOBS hundreds of union labor jobs here locally in Sangamon County to help us realize the vision that's shown on the screen. We have on-site water detention ponds to control runoff. to the neighboring farms. We're using existing drainageways and are conducting a drain tile survey to make sure that the existing drainageways are maintained or protected as much as possible. We have an onsite substation that transforms power to deliver the power to the buildings. And then we have an onsite septic field to receive the water that's taken from our buildings, which is largely the water from the toilets, the sinks, and the drains onsite. SO FOR THOSE NOT FAMILIAR WITH WHAT ONE OF OUR DATA CENTERS LOOKS LIKE, THIS IS A RENDERING OF ONE OF THOSE BUILDINGS. SO IMAGINE SIX OF THESE. AND THERE'S A FEW THINGS THAT I WANT TO POINT OUT AS IT RELATES TO THE BUILDING AND HOW IT OPERATES. YOU'LL SEE ON THE FRONT END THERE'S AN OFFICE COMPONENT. THAT OFFICE COMPONENT IS WHERE YOU SEE THOSE WINDOWS. BECAUSE I WANT TO HIGHLIGHT THAT THERE'S PEOPLE THAT ARE WORKING HERE EVERY SINGLE DAY. ACROSS THREE DIFFERENT SHIFTS. THIS IS A 24-7, 365 FACILITY. SO WE HAVE TO MAINTAIN AN ENVIRONMENT AND A FACILITY THAT'S CAPABLE OF HOUSING SERVERS THAT CAN COMMUNICATE WITH THE NATION AND WITH THE WORLD AT ALL TIMES. BEHIND THAT OFFICE COMPONENT, HOUSING THE PERMANENT WORKFORCE, THERE'S THE DATA HALL CENTER SPACE, THE WHITE SPACE AS WE CALL IT IN THE INDUSTRY. WITHIN THAT WHITE SPACE ARE THE SERVERS THAT OUR TENANTS BRING TO THESE FACILITIES. If you're not familiar with what we do as a company, we own all of this infrastructure. The one thing we don't own are the servers. The servers are owned by our customers, which are some of the largest technology companies, name brand companies that you're familiar with. And it's their job to bring the servers to manage the data, manage cybersecurity, ensure that the data that they're storing there is protected and used appropriately. FOR US AS AN INFRASTRUCTURE COMPANY, OUR JOB IS TO MAKE SURE THIS FACILITY NEVER GOES DOWN. TO MAINTAIN AN ENVIRONMENT WITHIN THAT WHITE HALL SPACE OF CONSTANT HUMIDITY, CONSTANT TEMPERATURE AT ALL TIMES. SO ON THE ROOF, YOU SEE THE CHILLERS. THAT'S WHAT'S DELIVERING THE COOLING FOR THE DATA CENTER. THEN ON THE SIDES OF THE BUILDING, ON EITHER SIDE, THOSE ARE THE EMERGENCY GENERATORS THAT ARE THERE IN THE EVENT THAT WE HAVE A PARTIAL OR TOTAL LOSS OF POWER. I'll highlight a few topics that have come up throughout the course of discussion publicly about this project and just highlight those real quick. The first is from a water usage standpoint. There's three components to our water usage. One is for the cooling system. Two is for fire suppression, and then three is for the domestic use for the facilities related to the toilets and sinks. As it relates to the cooling, we use a closed-loop system. So this is a system that requires 225,000 gallons of water in a one-time fill. Once it's closed, there's very little water, very little need for makeup water, maybe 50 to 100 gallons a year to make sure that it remains pressurized. With respect to flushing the system, I've heard concerns that that you have to dump all this water back into the ground and then refill it, and that is not the case. As demonstrated in the picture to the right, top right, that's what a filter looks like that's attached to one of our buildings at the end of a construction process. So one end is connected to a supply line, the other is connected to a return line. That water is coming out of the building through a filter and then back into the building. And so in doing that, we're not releasing water into the ground or into the environment, and we're maintaining that closed-loop system. It's very unlikely that we'd ever need to discharge all of the water at once out of the facility. At a building level and at a campus level, there's valves to shut off portions of our building so that if we were to have a leak in one portion of the building, say right over this table, for example, we could shut off the valves for the cooling system here and make the repairs so that the rest of the building was still operational. So to imagine a scenario where we'd have to dump everything out is hard to imagine if we did. We would not be able to put that down into the septic system. The septic system is designed for domestic loads. If we dumped it into the ground, all of the water would back up and water would be coming up from our drains and our toilets, and we'd basically sabotage our own facility. So I just make that point because it's something that we've seen and we've heard some comments about. If we did need to drain the system entirely, we would use a baker tank so that water can come out of the system, live in the baker tank, and then go back into the system once the repairs are made. FOR FIRE SUPPRESSION, WE HAVE AN ON-SITE ABOVE GROUND STORAGE TANK WITH A PUMP. WE'RE SUPPLYING OUR OWN FIRE SUPPRESSION WATER. AND THEN FOR DOMESTIC USES, WE'RE CONNECTING TO A LOCAL WATER SOURCE TO PROVIDE THE WATER FOR THAT 1100 GALLONS PER DAY PER BUILDING. SO THAT'S THE ESTIMATE THAT'S NEEDED FOR HUMIDIFICATION FOR THE DOMESTIC LOAD. ACROSS THE ENTIRE CAMPUS, IT'S 6600 GALLONS PER DAY THAT'S FORECASTED FOR THE CAMPUS.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00035,00:19:08.195,00:23:21.625,SPEAKER_14,,,"Electricity and power grid, so we'll have another speaker here in a moment who will touch on this, but I just want to just highlight just the unique attributes and assets that this is. So that existing substation that sits down there on the right-hand side, if you were to try to start to build a new substation today, it would take probably three to six years to get that substation built because of the lead times for transformers and the equipment that lives in that substation. That substation is there today. It has the capacity to deliver power to this project, and it's a big reason of why we selected this site. In many cases, if you're trying to start a new data center project, it could take five years before you're operational because of the power of lead times. Having this there today means we can have people working on this site in 2026. we have a first building operationally realizing uh... tax benefits in twenty twenty seven so i want to highlight that because this does not exist most places out there maybe a lot of places it's something very unique to the county and uh... the previous interest investments infrastructure really provide an opportunity that doesn't exist in other places that will have a line extensions up to our site running to the north and then to the west we're paying for those extensions those are not socialized or not paid by the rate class. The rural electrical cooperative, convenience cooperative is the service provider. Ameren provides the transmission power. We pay our full share of the infrastructure costs tied with bringing this site online. Ameren and MISO have conducted studies and both have confirmed that there's no strain on the grid. So we've heard about concerns about brownouts or blackouts. That's been proven to not be the case and this load can be satisfactorily served from this location. We'll talk about sound. This is another topic. So every single data center that's operating today at one point or another has had to deal with a sound issue. We have 55 data centers currently. We've had two facilities where we've had noise issues that we've had to address, most recently in Aurora, Illinois. And so in part of, we learned about an issue there early last year and very quickly WORKED TO SET UP MEETINGS WITH THE RESIDENTS AND UNDERSTOOD THE CONCERNS AND THE ISSUES THAT THEY WERE SEEING. IN RESPONSE TO THAT, WE CAME UP WITH A MITIGATION PLAN THAT WE PUT IN PLACE AND ARE DELIVERING ON THAT MITIGATION PLAN, WHICH IS PARTIALLY COMPLETE AND WILL BE COMPLETE IN 2026. WHAT THAT PLAN HELPED INFORM AND PART OF WHAT WE HAD ALREADY BEEN WORKING ON WERE IMPROVEMENTS TO OUR UNDERSTANDING OF NOISE AND HOW SOUND TRAVELS OR EMINATES FROM THESE BUILDINGS. AND SO THROUGH OUR OWN LESSONS LEARNED ON THAT PROJECT AND ALSO just evolving and understanding on noise in general. We've landed on a world-class design that's instituted in our new projects that are under development today and that will be implemented on this site. There's two things to highlight. If you're not familiar with the data center, there's two primary noise sources. One is the chillers on top of the roof, and then two are the generators, which sit on the ground. So for the chillers, on the top picture to the right, what you see surrounding the chillers are noise attenuation panels. So those are there to capture noise that are emanating out from the chillers and mitigate it from expanding out from the site. On top of the chillers are noise attenuation enclosures. Those are taking the fan noise, this hum that you'll hear people talk about associated with data centers, and dissipating it and enclosing it so that it doesn't cascade out from the site. These are improvements that will be in place here. They're in place on our projects that are being built currently. And as an industry, you're seeing things like this instituted as a result of some of the issues that other people have seen. At the generator level, we surround our generators with masonry enclosures. That's a 24-foot, roughly 8-inch thick masonry wall that is surrounding the emergency generators. So if they did have to run, and they run for roughly 10 to 15 hours per year for maintenance purposes, that noise is dissipated and stopped from traveling outward from the site. Inside of the generator wall, there's generator enclosures. that also help enclose the sound at the source of the engines.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00036,00:23:25.968,00:24:58.490,SPEAKER_14,,,"Lighting is another concern. I think when people think of industrial projects, you picture this large industrial facility, and I think a lot of times it's tied to logistics buildings, where you've got 30 loading docks on this side, 30 loading docks on this side, and a huge parking field. And you've got trucks that need to be going in and out throughout all hours of the night, and you've got a cascade light across this entire campus. That's the fear, and I understand that fear, but that's not the case, and it's not how data centers operate. We do not have 30 loading docks. Each building has two loading docks, and they're screened from the public right-of-way, and we're not getting nighttime deliveries. Most of our deliveries are coming during the daytime. What that means from a lighting perspective is we don't need to cascade light out throughout this entire campus. ADDITIONALLY, THE CAMPUS WILL BE LEAD CERTIFIED. SO WITH THE LEAD CERTIFICATION COMES A REQUIREMENT THAT WE MEET DARK SKY COMPLIANCE REQUIREMENTS. AND THAT'S A WHOLE LIST OF THINGS I COULD GO THROUGH, BUT DON'T HAVE TIME. BUT GENERALLY, THERE'S A FEW PRIMARY THINGS. ONE, YOU'RE PUTTING LIGHT ONLY AT THE PLACES THAT NEED IT. SO IF AN AREA DOESN'T NEED TO BE LIGHTED, WE'RE NOT CASCADING LIGHT TO OPEN SPACES THAT DON'T NEED IT. WE'RE USING DOWNLIT LED LIGHTS. AND TO THE EXTENT WE CAN USE MOTION CONTROLS OR OTHER DEVICES TO CONTROL WHEN THEY'RE ON AND OFF, WE'RE DOING THAT. THERE'S AN EXAMPLE OF A DOWNLIT CAMPUS HERE AND I WOULD ARGUE THAT CAMPUS IS BUILT A FEW YEARS AGO AND I SAY THE DARK SKY STANDARDS ARE ACTUALLY EVEN MORE STRINGENT THAN WHAT YOU SEE THERE.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00037,00:25:08.446,00:27:19.314,SPEAKER_14,,,"Sustainability and climate neutrality. Our company is committed to being climate neutral by 2030, and many of our tenants are as well, and that means a few different things. One, for all of the power we're purchasing, we're committed to purchasing carbon-free electricity contracts. That demand for electricity contracts that we're creating along with our tenants is spurring additional renewable developments in Illinois and elsewhere throughout the United States. With respect to water, we don't use a lot of water on a daily basis, but despite the minimal amount of water, we're investing in water restoration projects locally and regionally where they're available, and if they're not available, we're identifying projects, and we're working on that now locally as well. uh... to get to the point where we're creating a net positive water status where what we're taking uh... we're investing in giving back with respect to water biodiversity so our with our landscaping standards our campuses may in the past may have looked like a golf course in terms of the perfectly manicured lawns Our future facilities, we're designating space for natural vegetation, for things that grow naturally, wildflowers and other things that can serve local pollinators or the local birds or other animals that exist in the environments that we're locating in. And then we promote a circular economy. So minimizing the waste that we bring and having onsite recycling programs. We get a lot of cardboard, which means we recycle a ton of cardboard. We also recycle a lot of e-waste and provide ways for electronic waste to leave our facilities. So beyond the major talking points that we hear about maybe controversially about data centers, I want to talk about the positive because these are things that I think often they get TALKED ABOUT, BUT MAYBE NOT TO THE DETAIL THAT I THINK THEY NEED TO BE. SO FROM A CONSTRUCTION PERSPECTIVE, THERE'S 500 PLUS JOBS THAT ARE REQUIRED TO BUILD ONE OF THESE BUILDINGS. WE'RE GOING TO NEED EVERY UNION TRADE THAT'S AVAILABLE TO US LOCALLY. WE'VE COMMITTED TO SIGNING A PROJECT LABOR AGREEMENT. IT'S NOT LIFT SERVICE. WE'VE SIGNED PLAs FOR ALL OF OUR DEVELOPMENTS IN THE CHICAGOLAND REGION AND NORTHERN ILLINOIS REGION. SO WE HAVE A TRACK RECORD OF USING UNION LABOR, AND WE'RE PROUD TO USE UNION LABOR.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00038,00:27:25.706,00:28:26.552,SPEAKER_14,,,"Thank you. Once constructed, we'll have 100 permanent positions on site. In addition to that, we're triggering the need for 350-plus additional supporting jobs in the local community. There's a rendering up there of a campus. There's three buildings on there. You can imagine all the chillers, the generators, all the mechanical equipment that's on there. All of this equipment has to be serviced weekly, monthly, or quarterly with strict maintenance logs to maintain the world-class facility that we have to operate for our tenants. What that means is the local HVAC businesses, plumbing businesses, refrigeration businesses, electricians, will need maintenance contracts with these people to come to our facility every day to be maintaining this equipment. So there's a much broader impact beyond the construction jobs. The 100 permanent jobs that we're creating, there's this indirect need for labor forces, for local companies. We can't wait three hours for someone to drive down from Chicago. We can't wait an hour and a half for someone to come from St. Louis. They have to live here. They have to be here. They have to be able to get to our site quickly. And that's what we'll need from the local labor force.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00039,00:28:30.338,00:29:24.857,SPEAKER_14,,,"and I'm quickly running out of time here, but I'll run through the economic impact. So to cover the job side, taxes. So $500 million plus investment, $6 million annually in property taxes. That's funding over $100 million in 20 years. It's funding for schools, libraries, community college, fire departments, emergency services, county services. Absent of investment, all of these agencies have difficult conversations about cutting services, about trying to find new revenue, about how are we going to continue to operate in the face of rising costs. WITH OUR PROJECTS, WE HAVE THE OPPORTUNITY TO SWITCH THAT CONVERSATION. MORE REVENUE, MORE BIGGER BUDGETS, MORE STAFF. THERE'S A HIRING ELEMENT TO EACH OF THESE AGENCIES THAT GETS UNLOCKED WHEN YOU EXPAND THEIR BUDGETS AND THE REVENUE THAT'S AVAILABLE TO THEM, AND I WANTED TO HIGHLIGHT THAT. WE ALREADY TALKED ABOUT THE PLA AND OUR COMMITMENT TO THAT, AND WE DID PROVIDE A LETTER TO THE TRADE ASSOCIATION DEMONSTRATING THAT AS WELL. BEYOND JOBS...",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00040,00:29:25.842,00:29:52.495,SPEAKER_25,,,and taxes we're going to have 100 people living and working here sir i just want to remind you you have about eight minutes left and tell you i understand that you have two hours we're going to we're strict on our time on this tonight you're going to have plenty of people asking questions but i understand you have two other people that's going to yield your time you're good for eight more minutes i just won't let you know and in eight minutes the other groups have to come up and okay,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00041,00:29:52.759,00:30:04.002,SPEAKER_14,,,"I WILL JUST SAY BEYOND JOBS AND TAXES, WE'RE COMMITTED TO DOING PLENTY OF OTHER THINGS FROM A COMMUNITY PARTICIPATION PERSPECTIVE. HAPPY TO CONTINUE THE CONVERSATION. I'LL SEE YOU THE REST OF MY TIME. THANK YOU.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00042,00:30:04.922,00:30:07.103,SPEAKER_30,,,YOU STILL HAVE EIGHT MINUTES.,False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00043,00:30:07.123,00:30:10.544,SPEAKER_14,,,"SORRY, I WILL TURN THE REST OF MY TIME OVER TO SEAN TO TALK ABOUT POWER. OKAY.",False,,,,,,,
h1_2025_12_03,h1_2025_12_03_t00044,00:30:10.824,00:30:11.124,SPEAKER_13,,,THANK YOU.,True,,,,,,,
